offer_result,offer_semester,offer_college_name,offer_professional,user_under_school,user_under_gpa,user_under_subject,user_graduate_school,user_graduate_gpa,user_graduate_subject
被拒,2020 Fall,University of Macau,Computer Science,双非,4.12/5.00,计算机科学与技术,"","",""
Offer,2020 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,双非,4.12/5.00,计算机科学与技术,"","",""
Offer,2020 Fall,Eindhoven University of Technology,Computer Science and Engineering,211,85.2,网络工程,"","",""
Offer,2020 Fall,香港城市大学,Computer Science 计算机科学,湖南大学,3.22,计算机科学,"","",""
Offer,2020 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,双非,3.88/5,软件工程,"","",""
Offer,2020 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,双非,3.88/5,软件工程,"","",""
Offer,2020 Fall,Cardiff University,Computer Science,双非,3.88/5,软件工程,"","",""
Offer,2020 Fall,University of Exeter,Advaned computer science,双非,3.88/5,软件工程,"","",""
Offer,2020 Fall,University of St Andrews,Computer Science,双非,3.88/5,软件工程,"","",""
Offer,2020 Fall,University of Glasgow,Computer Science,双非,3.88/5,软件工程,"","",""
被拒,2020 Fall,University of Victoria,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2021 Fall,University of British Columbia,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2020 Fall,University of Calgary,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2020 Fall,Ryerson University,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
被拒,2020 Fall,McMaster University,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2020 Fall,Carleton University,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2020 Fall,York University,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
被拒,2020 Fall,Simon Fraser University,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2020 Fall,Dalhousie University,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
Offer,2020 Fall,University of Windsor,Computer Science,211,3.42/4（wes） 84.4/100,"","","",""
AD无奖,2020 Fall,Simon Fraser University,Computer Science,211 & 985,3.56/4.0 11/23,计算机科学与技术专业,"","",""
AD无奖,2020 Fall,Simon Fraser University,Computer Science,211 & 985,3.56/4.0 11/23,计算机科学与技术专业,"","",""
AD无奖,2020 Fall,University of Ottawa,Applied Artificial intelligence,211 & 985,86,人工智能,"","",""
AD无奖,2020 Fall,University of Waterloo,ECE-artificial intelligence and machine learning,211 & 985,86,人工智能,"","",""
被拒,2020 Fall,VU University Amsterdam,computer science(joint degree) - big data engineering,211 & 985,86,人工智能,"","",""
AD无奖,2020 Fall,Boston University,Computer Science,211 & 985,84+,计算机科学与技术,"","",""
AD无奖,2020 Fall,University of Bologna,Artificial Intelligence,M,83.3,Information Engineering,"","",""
AD小奖,2020 Fall,University of Trento,Artificial Intelligence Systems,M,83.3,Information Engineering,"","",""
AD无奖,2020 Fall,Sapienza University of Rome,Computer Science,M,83.3,Information Engineering,"","",""
AD无奖,2020 Fall,Politecnico di Torino,Communication and Computer Networks Engineering,M,83.3,Information Engineering,"","",""
AD无奖,2020 Fall,Technische Universität München (TUM),Computer Science,211 & 985,87.85,软件工程,"","",""
AD无奖,2020 Fall,Delft University of Technology,Computer Science,211 & 985,87.85,软件工程,"","",""
AD无奖,2020 Fall,University of Waterloo,Electrical and Computer  Engineering,211 & 985,88.8,自动化,"","",""
Offer,2020 Fall,Western University,Electrical and Computer Engineering,211 & 985,88.8,自动化,"","",""
Offer,2020 Fall,University of Alberta,Electrical and Computer  Engineering,211 & 985,88.8,自动化,"","",""
Offer,2020 Fall,University of Ottawa,Electrical and Computer  Engineering,211 & 985,88.8,自动化,"","",""
被拒,2020 Fall,McMaster University,Electrical and Computer Engineering,211 & 985,88.8,自动化,"","",""
AD无奖,2020 Fall,Concordia University,Computer Science,双非,76/100,安全工程,"","",""
被拒,2020 Fall,University of Pennsylvania,Applied Mathematics and Computational Sciences,英国利物浦大学,92/100,数学,"","",""
Offer,2020 Fall,University of Chicago,Computational and Applied Mathematics,英国利物浦大学,92/100,数学,"","",""
AD无奖,2020 Fall,The University of Manchester 曼彻斯特大学,Artificial Intelligence 人工智能,211,85+,cs,"","",""
Offer,2020 Fall,The University of Warwick,Computer Science,C9 top3,3.67/4.00（84/100）,电子信息工程,"","",""
Offer,2020 Fall,Nanyang Technological University,Artificial Intelligence,C9 top3,3.67/4.00（84/100）,电子信息工程,"","",""
Offer,2020 Fall,Nanyang Technological University,Computer Science,211,"","","","",""
Offer,2020 Fall,Imperial College London,Artificial Intelligence,香港理工大学,3.87/4,电子信息工程,"","",""
Offer,2020 Fall,Imperial College London,Computing Science,香港理工大学,3.87/4,电子信息工程,"","",""
Offer,2020 Fall,Nanyang Technological University,Artificial Intelligence 人工智能,香港理工大学,3.87/4,电子信息工程,"","",""
Offer,2020 Fall,The University of Manchester,Advanced Computer Science,香港理工大学,3.87/4,电子信息工程,"","",""
Offer,2020 Fall,University of Texas - Austin 德克萨斯大学奥斯汀分校,Electrical and Computer Engineering 电子和计算机工程,211 & 985,88.93/100； 5/121,微电子科学与工程,清华/北大/中科大,3.71/4.0,材料
Offer,2020 Fall,Nanyang Technological University,Artificial Intelligence,华南理工大学,85/100,智能科学与技术,"","",""
Offer,2020 Fall,Nanyang Technological University,Computer Control &amp; Automatics,211 & 985,80/100,自动化,"","",""
被拒,2020 Fall,University of Macau,Computer Science,双非,85.65/100,网络工程,"","",""
被拒,2020 Fall,Politecnico di Milano,Computer Science,双非,85.65/100,网络工程,"","",""
AD无奖,2020 Fall,Nanyang Technological University,Computer Control &amp; Automation,985&211,91.04/100,Vehicle Engineering,"","",""
Offer,2020 Fall,National University of Singapore,Electrical and Computer Engineering,985&211,91.04/100,Vehicle Engineering,"","",""
Offer,2020 Fall,Nanyang Technological University,computer control &amp; automation,211 & 985,78.88,探测制导与控制技术,"","",""
Offer,2020 Fall,Cardiff University,Compound Semiconductor Electronics,河北工业大学,gpa 2.61,电子科学与技术,"","",""
AD无奖,2020 Fall,Nanyang Technological University,COMPUTER CONTROL &amp; AUTOMATION,211 & 985,87.6/100,EE,"","",""
Offer,2020 Fall,Université Laval,Computer Science,双非,3.4/5.5,法语,"","",""
Offer,2020 Fall,University of Glasgow,Computer and Information Systems Security,双非,3.88/5,软件工程,"","",""
Offer,2020 Fall,"Royal Danish Academy of Fine Arts, Schools of Architecture, Design and Conservat",Computation in Architecture,211 & 985,"",建筑学,"","",""
被拒,2020 Fall,Simon Fraser University,Computer Science,双非,78%,"CS, 副修BME","","",""
被拒,2020 Fall,University of Alberta,Computer Science,双非,78%,"CS, 副修BME","","",""
被拒,2020 Fall,University of British Columbia,Computer Science,双非,78%,"CS, 副修BME","","",""
被拒,2020 Fall,University of Alberta,Computer Science,双非,"",数学与应用数学,"","",""
AD小奖,2020 Fall,Brandeis University 布兰迪斯大学,Computer Science 计算机科学,澳门本科,3.62/4.0,金融,"","",""
Offer,2020 Fall,City University of Hong Kong,Department of Computer Science,"","","","","",""
Offer,2020 Fall,Nanyang Technological University,computer control &amp; automation,211 & 985,3.2/4,eee,"","",""
AD无奖,2020 Fall,KU Leuven 鲁汶大学,Artificial Intelligence 人工智能,university of Melbourne,H2A,environmental engineering,NYU,3.47/4,Applied Urban informatics
Offer,2020 Fall,Rice University,Electrical and computer engineering,211 & 985,"GPA 3.55/4.0, Ranking 5/59",生物医学工程,"","",""
被拒,2020 Fall,Chalmers University of Technology,Computer Systems and Networks,211 & 985,3.67/4,计算机科学与技术,"","",""
被拒,2020 Fall,Linköping University,Computer Science,211 & 985,3.67/4,计算机科学与技术,"","",""
AD无奖,2020 Fall,Uppsala University,Computer Science,211 & 985,3.67/4,计算机科学与技术,"","",""
被拒,2020 Fall,University of California - San Diego,Computer Science,ZJUT,84.6/100，top15%,ME,"","",""
被拒,2020 Fall,University of Ottawa,Computer Science,英国本科 红砖院校,2：1,CS,"","",""
AD无奖,2020 Fall,Royal Institute of Technology,Human Computer Interaction,双非,3.52/5.00,信息管理与信息系统,"","",""
Waiting list,2020 Fall,Texas A&amp;M University,Computer Science,C9,"","","","",""
Waiting list,2020 Fall,University of Southern California,Computer Science,C9,"","","","",""
Offer,2020 Fall,University of Minnesota - Twin Cities,Computer Science,C9,"","","","",""
被拒,2020 Fall,École Polytechnique Fédérale de Lausanne,Computer Science,C9,"","","","",""
Offer,2020 Fall,King Abdullah University of Science and Technology,Computer Science,C9,"","","","",""
被拒,2020 Fall,Eidgenossische Technische Hochschule Zürich,Computer Science,C9,"","","","",""
被拒,2020 Fall,University of Washington,Computer Science,C9,"","","","",""
被拒,2020 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",211,81.6 of 100 / 3.20 of 4.00,智能科学与技术,"","",""
被拒,2020 Fall,University of Colorado - Boulder,Computer Science,211,81.6 of 100 / 3.20 of 4.00,智能科学与技术,"","",""
被拒,2020 Fall,Aalto University,Computer Science,211,81.6 of 100 / 3.20 of 4.00,智能科学与技术,"","",""
Offer,2020 Fall,VU University Amsterdam,Computer Software Engineering,"","","","","",""
Offer,2020 Fall,Chalmers University of Technology,Computer Software Engineering,"","","","","",""
Offer,2020 Fall,Delft University of Technology,Complex system and management,211,82.6,自动化,"","",""
Offer,2020 Fall,University of Amsterdam,Computational Science,211,82.6,自动化,"","",""
被拒,2020 Fall,University of Guelph,Computer Science,双非,"",数学与应用数学,"","",""
被拒,2020 Fall,KU Leuven,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.5,数字媒体,"","",""
AD无奖,2020 Fall,University of California - San Diego,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.5,数字媒体,"","",""
被拒,2020 Fall,KU Leuven,Computer Science,南京航空航天大学,84/100,自动化,University of Illinois at Chicago,4.0/4.0,Electrical and Computer Engineering
Offer,2020 Fall,KU Leuven,Artificial Intelligence,南京航空航天大学,84/100,自动化,University of Illinois at Chicago,4.0/4.0,Electrical and Computer Engineering
Waiting list,2020 Fall,University of Amsterdam,Artificial Intelligence,南京航空航天大学,84/100,自动化,University of Illinois at Chicago,4.0/4.0,Electrical and Computer Engineering
AD无奖,2020 Fall,Politecnico di Milano,Computer Science and Engineering,武大/华科,83,自动化,"","",""
被拒,2020 Fall,Technische Universität München (TUM),Computational Science and Engineering,武大/华科,83,自动化,"","",""
AD无奖,2020 Fall,RWTH Aachen University,Software System Engineering,武大/华科,83,自动化,"","",""
AD无奖,2020 Fall,University of Copenhagen,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
AD无奖,2020 Fall,University of Twente,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
AD无奖,2020 Fall,Aarhus University,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
AD无奖,2020 Fall,Technical University of Denmark,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
AD无奖,2020 Fall,Delft University of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
AD无奖,2020 Fall,Eindhoven University of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
Offer,2020 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
被拒,2020 Fall,KU Leuven,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4,计算机科学与技术,"","",""
被拒,2020 Fall,University of Manitoba,Computer Science,双非,"",数学与应用数学,"","",""
AD无奖,2020 Fall,University of Glasgow,Computer Science,211,79/3.4,微电子,"","",""
AD无奖,2020 Fall,Australian National University,Computer Science,211,79/3.4,微电子,"","",""
被拒,2020 Fall,The University of Warwick,Computer Science,211,79/3.4,微电子,"","",""
被拒,2020 Fall,Georgia Institute of Technology,Computer Science,211,3.6/4.0 86/100 top15%,计算机科学与技术,"","",""
被拒,2020 Fall,École Polytechnique Fédérale de Lausanne,Computer Science,211 & 985,88/100,software engineering,"","",""
AD无奖,2020 Fall,VU University Amsterdam,Artificial Intelligence,211 & 985,88/100,software engineering,"","",""
AD无奖,2020 Fall,University of Twente,Computer Science,211 & 985,88/100,software engineering,"","",""
AD无奖,2020 Fall,VU University Amsterdam,Computer Science,211 & 985,88/100,software engineering,"","",""
AD无奖,2020 Fall,University of Groningen,Computer Science,211 & 985,88/100,software engineering,"","",""
Waiting list,2020 Fall,Royal Institute of Technology,Computational and Applied Mathematics,双非,86.69/100   排名：10%,数学与应用数学,"","",""
被拒,2020 Fall,Dalhousie University,Computer Science,双非,3.52/4.0,空间信息与数字技术,"","",""
被拒,2020 Fall,Western University,Computational and Applied Mathematics,双非,3.52/4.0,空间信息与数字技术,"","",""
Offer,2020 Fall,University of St Andrews,Artificial Intelligence,985,3.7/4.0,信息管理与信息系统,"","",""
Offer,2020 Fall,Baylor University,Computer Science,985,3.7/4.0,信息管理与信息系统,"","",""
AD无奖,2020 Fall,Delft University of Technology,Computer Science,211 & 985,3.69/4,软件工程,"","",""
